Order ID,Customer,Region,Channel,Amount,Activity,Timestamp,Order Status,Resource
SO-2026-0093,Initech Ltd,Americas,Partner,44464.79,Run Credit Check,2026-02-12T16:09:45Z,Credit Check,Credit Desk
SO-2026-0100,Stark Traders,APAC,Partner,18829.16,Run Credit Check,2026-02-12T16:11:54Z,Credit Check,Credit Desk
SO-2026-0101,Umbrella Group,Americas,Web,21401.03,Receive Order,2026-02-12T16:17:15Z,Received,Nadia Rahman
SO-2026-0098,Stark Traders,EMEA,Web,4170.21,Run Credit Check,2026-02-12T16:28:56Z,Credit Check,Credit Desk
SO-2026-0102,Initech Ltd,EMEA,Partner,7903.74,Receive Order,2026-02-12T16:29:13Z,Received,Priya Nair
SO-2026-0103,Hooli Inc,APAC,Direct,763.39,Receive Order,2026-02-12T16:31:37Z,Received,Luis Ortega
SO-2026-0104,Wayne Enterprises,EMEA,Partner,11771.37,Receive Order,2026-02-12T16:53:29Z,Received,Luis Ortega
SO-2026-0071,Vandelay Co,Americas,Web,34457.69,Fulfil Order,2026-02-12T17:20:56Z,Fulfilled,Fulfilment Centre
SO-2026-0097,Vandelay Co,EMEA,Direct,14374.60,Run Credit Check,2026-02-12T17:30:25Z,Credit Check,Credit Desk
SO-2026-0096,Wayne Enterprises,Americas,Partner,25486.01,Approve Order,2026-02-12T17:53:23Z,Approved,Order Desk
SO-2026-0094,Wonka Brands,EMEA,Partner,1023.10,Approve Order,2026-02-12T17:56:46Z,Approved,Order Desk
SO-2026-0015,Soylent Foods,EMEA,Partner,47187.79,Resolve Dispute,2026-02-12T17:59:46Z,Invoiced,Billing System
SO-2026-0066,Soylent Foods,Americas,Web,40141.19,Fulfil Order,2026-02-12T18:14:19Z,Fulfilled,Fulfilment Centre
SO-2026-0078,Acme Retail,APAC,Web,11406.90,Invoice Customer,2026-02-12T18:19:21Z,Invoiced,Billing System
SO-2026-0054,Initech Ltd,Americas,Direct,29527.33,Invoice Customer,2026-02-12T18:25:19Z,Invoiced,Billing System
SO-2026-0091,Wayne Enterprises,Americas,Web,40687.71,Run Credit Check,2026-02-12T18:37:26Z,Credit Check,Credit Desk
SO-2026-0102,Initech Ltd,EMEA,Partner,35782.78,Run Credit Check,2026-02-12T18:53:13Z,Credit Check,Credit Desk
SO-2026-0070,Vandelay Co,APAC,Web,18993.10,Invoice Customer,2026-02-12T18:54:27Z,Invoiced,Billing System
SO-2026-0042,Vandelay Co,Americas,Direct,39198.49,Receive Payment,2026-02-12T19:28:44Z,Paid,Billing System
SO-2026-0009,Globex Stores,EMEA,Partner,40948.27,Receive Payment,2026-02-12T19:32:44Z,Paid,Billing System
SO-2026-0104,Wayne Enterprises,EMEA,Partner,32995.40,Run Credit Check,2026-02-12T20:23:29Z,Credit Check,Credit Desk
SO-2026-0099,Hooli Inc,APAC,Direct,47676.38,Run Credit Check,2026-02-12T20:46:32Z,Credit Check,Credit Desk
SO-2026-0095,Soylent Foods,Americas,Direct,22390.00,Run Credit Check,2026-02-12T21:07:46Z,Credit Check,Credit Desk
SO-2026-0037,Initech Ltd,APAC,Partner,29092.26,Receive Payment,2026-02-12T21:13:14Z,Paid,Billing System
SO-2026-0093,Initech Ltd,Americas,Partner,12440.26,Place On Credit Hold,2026-02-12T21:59:45Z,On Credit Hold,Credit Desk
SO-2026-0102,Initech Ltd,EMEA,Partner,33923.07,Approve Order,2026-02-12T22:22:13Z,Approved,Order Desk
SO-2026-0103,Hooli Inc,APAC,Direct,3629.23,Run Credit Check,2026-02-12T22:26:37Z,Credit Check,Credit Desk
SO-2026-0096,Wayne Enterprises,Americas,Partner,23671.80,Fulfil Order,2026-02-12T22:43:23Z,Fulfilled,Fulfilment Centre
SO-2026-0101,Umbrella Group,Americas,Web,3984.01,Run Credit Check,2026-02-12T22:44:15Z,Credit Check,Credit Desk
SO-2026-0047,Acme Retail,EMEA,Direct,25842.33,Receive Payment,2026-02-12T23:02:39Z,Paid,Billing System
SO-2026-0090,Vandelay Co,Americas,Partner,11205.76,Fulfil Order,2026-02-12T23:19:03Z,Fulfilled,Fulfilment Centre
SO-2026-0080,Acme Retail,Americas,Web,43592.22,Fulfil Order,2026-02-12T23:58:49Z,Fulfilled,Fulfilment Centre
SO-2026-0077,Acme Retail,APAC,Web,45829.76,Invoice Customer,2026-02-13T00:07:05Z,Invoiced,Billing System
SO-2026-0097,Vandelay Co,EMEA,Direct,27561.08,Place On Credit Hold,2026-02-13T01:00:25Z,On Credit Hold,Credit Desk
SO-2026-0100,Stark Traders,APAC,Partner,27386.67,Approve Order,2026-02-13T01:49:54Z,Approved,Order Desk
SO-2026-0098,Stark Traders,EMEA,Web,24249.61,Approve Order,2026-02-13T01:52:56Z,Approved,Order Desk
SO-2026-0074,Soylent Foods,APAC,Direct,28917.96,Release Credit Hold,2026-02-13T02:32:18Z,Approved,Credit Desk
SO-2026-0101,Umbrella Group,Americas,Web,36420.12,Place On Credit Hold,2026-02-13T02:37:15Z,On Credit Hold,Credit Desk
SO-2026-0091,Wayne Enterprises,Americas,Web,14018.97,Approve Order,2026-02-13T02:37:26Z,Approved,Order Desk
SO-2026-0103,Hooli Inc,APAC,Direct,9773.58,Place On Credit Hold,2026-02-13T03:35:37Z,On Credit Hold,Credit Desk
SO-2026-0065,Wayne Enterprises,EMEA,Web,46450.69,Fulfil Order,2026-02-13T03:37:32Z,Fulfilled,Fulfilment Centre
SO-2026-0075,Initech Ltd,Americas,Partner,14127.82,Invoice Customer,2026-02-13T03:55:26Z,Invoiced,Billing System
SO-2026-0012,Initech Ltd,EMEA,Web,24604.53,Receive Payment,2026-02-13T03:58:53Z,Paid,Billing System
SO-2026-0104,Wayne Enterprises,EMEA,Partner,40870.17,Place On Credit Hold,2026-02-13T05:33:29Z,On Credit Hold,Credit Desk
SO-2026-0095,Soylent Foods,Americas,Direct,10869.66,Approve Order,2026-02-13T05:53:46Z,Approved,Order Desk
SO-2026-0099,Hooli Inc,APAC,Direct,31412.61,Place On Credit Hold,2026-02-13T06:13:32Z,On Credit Hold,Credit Desk
SO-2026-0096,Wayne Enterprises,Americas,Partner,32887.63,Invoice Customer,2026-02-13T07:28:23Z,Invoiced,Billing System
SO-2026-0066,Soylent Foods,Americas,Web,42351.80,Invoice Customer,2026-02-13T07:31:19Z,Invoiced,Billing System
SO-2026-0088,Vandelay Co,APAC,Direct,38732.76,Fulfil Order,2026-02-13T08:49:26Z,Fulfilled,Fulfilment Centre
SO-2026-0105,Stark Traders,APAC,Partner,31045.71,Receive Order,2026-02-13T09:10:23Z,Received,Priya Nair
SO-2026-0106,Wonka Brands,APAC,Direct,23177.00,Receive Order,2026-02-13T10:09:26Z,Received,Priya Nair
SO-2026-0018,Initech Ltd,EMEA,Partner,44812.54,Receive Payment,2026-02-13T10:32:15Z,Paid,Billing System
SO-2026-0039,Umbrella Group,Americas,Partner,22431.99,Receive Payment,2026-02-13T11:43:49Z,Paid,Billing System
SO-2026-0011,Acme Retail,Americas,Web,10240.13,Receive Payment,2026-02-13T11:46:18Z,Paid,Billing System
SO-2026-0104,Wayne Enterprises,EMEA,Partner,41955.17,Cancel Order,2026-02-13T11:53:29Z,Cancelled,Luis Ortega
SO-2026-0079,Wonka Brands,APAC,Web,30602.80,Ship Goods,2026-02-13T11:53:35Z,Fulfilled,Fulfilment Centre
SO-2026-0071,Vandelay Co,Americas,Web,25566.95,Invoice Customer,2026-02-13T11:53:56Z,Invoiced,Billing System
SO-2026-0107,Wayne Enterprises,EMEA,Web,17267.30,Receive Order,2026-02-13T11:56:55Z,Received,Tom Becker
SO-2026-0087,Initech Ltd,APAC,Partner,28303.63,Release Credit Hold,2026-02-13T12:12:20Z,Approved,Credit Desk
SO-2026-0108,Initech Ltd,Americas,Direct,18211.66,Receive Order,2026-02-13T12:35:55Z,Received,Nadia Rahman
SO-2026-0109,Soylent Foods,EMEA,Direct,3205.45,Receive Order,2026-02-13T12:45:17Z,Received,Luis Ortega
SO-2026-0085,Soylent Foods,Americas,Partner,34053.88,Release Credit Hold,2026-02-13T13:06:16Z,Approved,Credit Desk
SO-2026-0110,Stark Traders,Americas,Partner,13967.53,Receive Order,2026-02-13T13:51:23Z,Received,Luis Ortega
SO-2026-0082,Vandelay Co,Americas,Direct,7288.13,Invoice Customer,2026-02-13T14:10:27Z,Invoiced,Billing System
SO-2026-0091,Wayne Enterprises,Americas,Web,31631.24,Fulfil Order,2026-02-13T14:37:26Z,Fulfilled,Fulfilment Centre
SO-2026-0109,Soylent Foods,EMEA,Direct,30300.11,Run Credit Check,2026-02-13T14:45:17Z,Credit Check,Credit Desk
SO-2026-0111,Wayne Enterprises,APAC,Partner,46369.18,Receive Order,2026-02-13T15:14:18Z,Received,Luis Ortega
SO-2026-0112,Soylent Foods,APAC,Partner,38650.53,Receive Order,2026-02-13T15:49:19Z,Received,Luis Ortega
SO-2026-0031,Stark Traders,EMEA,Web,41998.62,Receive Payment,2026-02-13T16:03:19Z,Paid,Billing System
SO-2026-0103,Hooli Inc,APAC,Direct,13218.59,Cancel Order,2026-02-13T16:12:37Z,Cancelled,Luis Ortega
SO-2026-0105,Stark Traders,APAC,Partner,45833.62,Run Credit Check,2026-02-13T16:31:23Z,Credit Check,Credit Desk
SO-2026-0113,Umbrella Group,APAC,Direct,12033.45,Receive Order,2026-02-13T16:40:40Z,Received,Tom Becker
SO-2026-0080,Acme Retail,Americas,Web,36748.72,Invoice Customer,2026-02-13T17:25:49Z,Invoiced,Billing System
SO-2026-0106,Wonka Brands,APAC,Direct,38759.26,Run Credit Check,2026-02-13T17:39:26Z,Credit Check,Credit Desk
SO-2026-0107,Wayne Enterprises,EMEA,Web,8221.43,Run Credit Check,2026-02-13T17:39:55Z,Credit Check,Credit Desk
SO-2026-0108,Initech Ltd,Americas,Direct,34714.96,Run Credit Check,2026-02-13T17:41:55Z,Credit Check,Credit Desk
SO-2026-0097,Vandelay Co,EMEA,Direct,13177.03,Release Credit Hold,2026-02-13T17:56:25Z,Approved,Credit Desk
SO-2026-0084,Acme Retail,Americas,Partner,9453.59,Fulfil Order,2026-02-13T18:43:54Z,Fulfilled,Fulfilment Centre
SO-2026-0101,Umbrella Group,Americas,Web,16200.59,Cancel Order,2026-02-13T18:47:15Z,Cancelled,Nadia Rahman
SO-2026-0111,Wayne Enterprises,APAC,Partner,26991.88,Run Credit Check,2026-02-13T19:51:18Z,Credit Check,Credit Desk
SO-2026-0110,Stark Traders,Americas,Partner,20201.48,Run Credit Check,2026-02-13T20:15:23Z,Credit Check,Credit Desk
SO-2026-0065,Wayne Enterprises,EMEA,Web,44798.43,Invoice Customer,2026-02-13T20:24:32Z,Invoiced,Billing System
SO-2026-0112,Soylent Foods,APAC,Partner,35324.67,Run Credit Check,2026-02-13T21:32:19Z,Credit Check,Credit Desk
SO-2026-0109,Soylent Foods,EMEA,Direct,40846.79,Place On Credit Hold,2026-02-13T21:37:17Z,On Credit Hold,Credit Desk
SO-2026-0090,Vandelay Co,Americas,Partner,14080.04,Invoice Customer,2026-02-13T22:08:03Z,Invoiced,Billing System
SO-2026-0113,Umbrella Group,APAC,Direct,13218.78,Run Credit Check,2026-02-13T22:17:40Z,Credit Check,Credit Desk
SO-2026-0105,Stark Traders,APAC,Partner,35001.05,Approve Order,2026-02-13T22:18:23Z,Approved,Order Desk
SO-2026-0051,Umbrella Group,Americas,Web,22591.29,Receive Payment,2026-02-13T22:29:38Z,Paid,Billing System
SO-2026-0088,Vandelay Co,APAC,Direct,38109.06,Invoice Customer,2026-02-13T22:33:26Z,Invoiced,Billing System
SO-2026-0079,Wonka Brands,APAC,Web,21492.83,Invoice Customer,2026-02-14T00:27:35Z,Invoiced,Billing System
SO-2026-0070,Vandelay Co,APAC,Web,21791.52,Receive Payment,2026-02-14T02:45:27Z,Paid,Billing System
SO-2026-0038,Stark Traders,EMEA,Partner,31224.95,Receive Payment,2026-02-14T02:49:27Z,Paid,Billing System
SO-2026-0110,Stark Traders,Americas,Partner,38428.00,Place On Credit Hold,2026-02-14T02:56:23Z,On Credit Hold,Credit Desk
SO-2026-0106,Wonka Brands,APAC,Direct,15222.70,Approve Order,2026-02-14T03:05:26Z,Approved,Order Desk
SO-2026-0111,Wayne Enterprises,APAC,Partner,24417.96,Approve Order,2026-02-14T04:07:18Z,Approved,Order Desk
SO-2026-0108,Initech Ltd,Americas,Direct,36764.00,Approve Order,2026-02-14T04:34:55Z,Approved,Order Desk
SO-2026-0109,Soylent Foods,EMEA,Direct,40168.15,Cancel Order,2026-02-14T04:53:17Z,Cancelled,Luis Ortega
SO-2026-0056,Hooli Inc,EMEA,Partner,4863.95,Ship Goods,2026-02-14T05:23:22Z,Fulfilled,Fulfilment Centre
SO-2026-0107,Wayne Enterprises,EMEA,Web,6152.69,Approve Order,2026-02-14T06:38:55Z,Approved,Order Desk
SO-2026-0113,Umbrella Group,APAC,Direct,1246.08,Approve Order,2026-02-14T08:13:40Z,Approved,Order Desk
SO-2026-0112,Soylent Foods,APAC,Partner,45058.02,Approve Order,2026-02-14T08:39:19Z,Approved,Order Desk
SO-2026-0036,Wonka Brands,EMEA,Web,36240.40,Receive Payment,2026-02-14T10:10:34Z,Paid,Billing System
SO-2026-0091,Wayne Enterprises,Americas,Web,8906.18,Invoice Customer,2026-02-14T11:50:26Z,Invoiced,Billing System
SO-2026-0092,Initech Ltd,APAC,Direct,31492.07,Fulfil Order,2026-02-14T13:27:51Z,Fulfilled,Fulfilment Centre
SO-2026-0016,Soylent Foods,APAC,Partner,27447.18,Receive Payment,2026-02-14T13:48:32Z,Paid,Billing System
SO-2026-0093,Initech Ltd,Americas,Partner,16619.38,Release Credit Hold,2026-02-14T13:52:45Z,Approved,Credit Desk
SO-2026-0111,Wayne Enterprises,APAC,Partner,1982.44,Fulfil Order,2026-02-14T14:04:18Z,Fulfilled,Fulfilment Centre
SO-2026-0092,Initech Ltd,APAC,Direct,14488.81,Invoice Customer,2026-02-14T15:40:51Z,Invoiced,Billing System
SO-2026-0089,Wayne Enterprises,Americas,Partner,30028.86,Fulfil Order,2026-02-14T16:08:41Z,Fulfilled,Fulfilment Centre
SO-2026-0105,Stark Traders,APAC,Partner,37255.69,Fulfil Order,2026-02-14T16:24:23Z,Fulfilled,Fulfilment Centre
SO-2026-0095,Soylent Foods,Americas,Direct,31734.59,Fulfil Order,2026-02-14T18:11:46Z,Fulfilled,Fulfilment Centre
SO-2026-0084,Acme Retail,Americas,Partner,11726.95,Invoice Customer,2026-02-14T18:52:54Z,Invoiced,Billing System
SO-2026-0112,Soylent Foods,APAC,Partner,8466.68,Fulfil Order,2026-02-14T19:05:19Z,Fulfilled,Fulfilment Centre
SO-2026-0100,Stark Traders,APAC,Partner,45280.17,Fulfil Order,2026-02-14T19:28:54Z,Fulfilled,Fulfilment Centre
SO-2026-0074,Soylent Foods,APAC,Direct,35963.55,Fulfil Order,2026-02-14T19:49:18Z,Fulfilled,Fulfilment Centre
SO-2026-0099,Hooli Inc,APAC,Direct,21554.44,Release Credit Hold,2026-02-14T20:06:32Z,Approved,Credit Desk
SO-2026-0095,Soylent Foods,Americas,Direct,14293.01,Invoice Customer,2026-02-14T20:10:46Z,Invoiced,Billing System
SO-2026-0073,Soylent Foods,APAC,Direct,14591.42,Receive Payment,2026-02-14T21:25:57Z,Paid,Billing System
SO-2026-0035,Globex Stores,EMEA,Partner,19701.92,Receive Payment,2026-02-14T22:13:33Z,Paid,Billing System
SO-2026-0085,Soylent Foods,Americas,Partner,10703.10,Fulfil Order,2026-02-14T23:12:16Z,Fulfilled,Fulfilment Centre
SO-2026-0106,Wonka Brands,APAC,Direct,28156.55,Fulfil Order,2026-02-14T23:29:26Z,Fulfilled,Fulfilment Centre
SO-2026-0056,Hooli Inc,EMEA,Partner,29853.20,Invoice Customer,2026-02-15T00:02:22Z,Invoiced,Billing System
SO-2026-0110,Stark Traders,Americas,Partner,20972.27,Ship Goods,2026-02-15T00:19:23Z,Fulfilled,Fulfilment Centre
SO-2026-0086,Wayne Enterprises,EMEA,Partner,17387.84,Fulfil Order,2026-02-15T00:23:24Z,Fulfilled,Fulfilment Centre
SO-2026-0019,Hooli Inc,Americas,Direct,27759.45,Receive Payment,2026-02-15T00:44:11Z,Paid,Billing System
SO-2026-0069,Wonka Brands,EMEA,Web,28073.30,Fulfil Order,2026-02-15T04:10:04Z,Fulfilled,Fulfilment Centre
SO-2026-0083,Hooli Inc,EMEA,Partner,36961.20,Ship Goods,2026-02-15T04:52:25Z,Fulfilled,Fulfilment Centre
SO-2026-0099,Hooli Inc,APAC,Direct,29069.67,Fulfil Order,2026-02-15T05:43:32Z,Fulfilled,Fulfilment Centre
SO-2026-0063,Umbrella Group,EMEA,Partner,41358.21,Fulfil Order,2026-02-15T05:54:07Z,Fulfilled,Fulfilment Centre
SO-2026-0113,Umbrella Group,APAC,Direct,22242.20,Fulfil Order,2026-02-15T06:35:40Z,Fulfilled,Fulfilment Centre
SO-2026-0106,Wonka Brands,APAC,Direct,44599.70,Invoice Customer,2026-02-15T07:06:26Z,Invoiced,Billing System
SO-2026-0087,Initech Ltd,APAC,Partner,5016.36,Fulfil Order,2026-02-15T07:24:20Z,Fulfilled,Fulfilment Centre
SO-2026-0025,Hooli Inc,Americas,Direct,44493.98,Receive Payment,2026-02-15T07:37:23Z,Paid,Billing System
SO-2026-0110,Stark Traders,Americas,Partner,21680.19,Invoice Customer,2026-02-15T07:43:23Z,Invoiced,Billing System
SO-2026-0015,Soylent Foods,EMEA,Partner,45758.46,Receive Payment,2026-02-15T08:43:46Z,Paid,Billing System
SO-2026-0113,Umbrella Group,APAC,Direct,46392.68,Invoice Customer,2026-02-15T10:56:40Z,Invoiced,Billing System
SO-2026-0111,Wayne Enterprises,APAC,Partner,31198.99,Invoice Customer,2026-02-15T12:43:18Z,Invoiced,Billing System
SO-2026-0063,Umbrella Group,EMEA,Partner,23880.86,Invoice Customer,2026-02-15T13:14:07Z,Invoiced,Billing System
SO-2026-0112,Soylent Foods,APAC,Partner,31213.60,Invoice Customer,2026-02-15T13:19:19Z,Invoiced,Billing System
SO-2026-0105,Stark Traders,APAC,Partner,16552.53,Invoice Customer,2026-02-15T13:51:23Z,Invoiced,Billing System
SO-2026-0086,Wayne Enterprises,EMEA,Partner,14159.05,Invoice Customer,2026-02-15T13:52:24Z,Invoiced,Billing System
SO-2026-0085,Soylent Foods,Americas,Partner,24098.17,Invoice Customer,2026-02-15T13:53:16Z,Invoiced,Billing System
SO-2026-0089,Wayne Enterprises,Americas,Partner,45713.96,Invoice Customer,2026-02-15T14:48:41Z,Invoiced,Billing System
SO-2026-0083,Hooli Inc,EMEA,Partner,12060.82,Invoice Customer,2026-02-15T15:07:25Z,Invoiced,Billing System
SO-2026-0100,Stark Traders,APAC,Partner,26082.37,Invoice Customer,2026-02-15T15:09:54Z,Invoiced,Billing System
SO-2026-0074,Soylent Foods,APAC,Direct,25597.34,Invoice Customer,2026-02-15T15:44:18Z,Invoiced,Billing System
SO-2026-0099,Hooli Inc,APAC,Direct,37704.59,Invoice Customer,2026-02-15T16:40:32Z,Invoiced,Billing System
SO-2026-0006,Acme Retail,EMEA,Web,37148.65,Receive Payment,2026-02-15T17:49:28Z,Paid,Billing System
SO-2026-0044,Vandelay Co,APAC,Web,47675.55,Receive Payment,2026-02-15T17:52:43Z,Paid,Billing System
SO-2026-0020,Vandelay Co,Americas,Partner,19748.16,Receive Payment,2026-02-15T18:57:21Z,Paid,Billing System
SO-2026-0067,Umbrella Group,EMEA,Direct,15082.20,Fulfil Order,2026-02-15T19:30:31Z,Fulfilled,Fulfilment Centre
SO-2026-0055,Acme Retail,Americas,Partner,4487.03,Receive Payment,2026-02-15T20:14:24Z,Paid,Billing System
SO-2026-0093,Initech Ltd,Americas,Partner,11675.11,Fulfil Order,2026-02-15T21:14:45Z,Fulfilled,Fulfilment Centre
SO-2026-0108,Initech Ltd,Americas,Direct,26300.88,Fulfil Order,2026-02-15T21:46:55Z,Fulfilled,Fulfilment Centre
SO-2026-0071,Vandelay Co,Americas,Web,15459.07,Receive Payment,2026-02-15T23:08:56Z,Paid,Billing System
SO-2026-0054,Initech Ltd,Americas,Direct,47518.14,Receive Payment,2026-02-15T23:31:19Z,Paid,Billing System
SO-2026-0062,Wonka Brands,APAC,Direct,3819.96,Resolve Dispute,2026-02-15T23:43:31Z,Invoiced,Billing System
SO-2026-0069,Wonka Brands,EMEA,Web,35673.39,Invoice Customer,2026-02-16T00:23:04Z,Invoiced,Billing System
SO-2026-0093,Initech Ltd,Americas,Partner,10946.94,Invoice Customer,2026-02-16T03:58:45Z,Invoiced,Billing System
SO-2026-0087,Initech Ltd,APAC,Partner,37396.73,Invoice Customer,2026-02-16T04:11:20Z,Invoiced,Billing System
SO-2026-0094,Wonka Brands,EMEA,Partner,23527.34,Fulfil Order,2026-02-16T05:32:46Z,Fulfilled,Fulfilment Centre
SO-2026-0092,Initech Ltd,APAC,Direct,5218.11,Receive Payment,2026-02-16T06:32:51Z,Paid,Billing System
SO-2026-0108,Initech Ltd,Americas,Direct,14474.51,Invoice Customer,2026-02-16T06:36:55Z,Invoiced,Billing System
SO-2026-0114,Stark Traders,APAC,Web,33769.17,Receive Order,2026-02-16T08:08:19Z,Received,Luis Ortega
SO-2026-0067,Umbrella Group,EMEA,Direct,11872.65,Invoice Customer,2026-02-16T08:30:31Z,Invoiced,Billing System
SO-2026-0115,Initech Ltd,EMEA,Web,14706.18,Receive Order,2026-02-16T09:01:17Z,Received,Nadia Rahman
SO-2026-0090,Vandelay Co,Americas,Partner,6717.17,Receive Payment,2026-02-16T09:49:03Z,Paid,Billing System
SO-2026-0114,Stark Traders,APAC,Web,18625.24,Run Credit Check,2026-02-16T09:50:19Z,Credit Check,Credit Desk
SO-2026-0116,Acme Retail,APAC,Direct,33120.52,Receive Order,2026-02-16T10:01:18Z,Received,Tom Becker
SO-2026-0117,Globex Stores,APAC,Partner,11065.44,Receive Order,2026-02-16T10:09:51Z,Received,Tom Becker
SO-2026-0118,Wonka Brands,Americas,Direct,25474.70,Receive Order,2026-02-16T10:56:49Z,Received,Tom Becker
SO-2026-0115,Initech Ltd,EMEA,Web,47943.55,Run Credit Check,2026-02-16T11:15:17Z,Credit Check,Credit Desk
SO-2026-0119,Globex Stores,EMEA,Direct,19098.79,Receive Order,2026-02-16T11:41:09Z,Received,Tom Becker
SO-2026-0117,Globex Stores,APAC,Partner,3637.60,Run Credit Check,2026-02-16T11:53:51Z,Credit Check,Credit Desk
SO-2026-0120,Wonka Brands,APAC,Web,37537.55,Receive Order,2026-02-16T12:44:58Z,Received,Priya Nair
SO-2026-0084,Acme Retail,Americas,Partner,4844.54,Receive Payment,2026-02-16T13:35:54Z,Paid,Billing System
SO-2026-0121,Acme Retail,APAC,Partner,2963.17,Receive Order,2026-02-16T13:38:35Z,Received,Luis Ortega
SO-2026-0118,Wonka Brands,Americas,Direct,13016.71,Run Credit Check,2026-02-16T13:39:49Z,Credit Check,Credit Desk
SO-2026-0122,Globex Stores,APAC,Partner,6508.09,Receive Order,2026-02-16T13:44:26Z,Received,Tom Becker
SO-2026-0117,Globex Stores,APAC,Partner,34282.34,Approve Order,2026-02-16T14:11:51Z,Approved,Order Desk
SO-2026-0123,Hooli Inc,Americas,Web,36558.53,Receive Order,2026-02-16T15:05:21Z,Received,Tom Becker
SO-2026-0121,Acme Retail,APAC,Partner,46145.82,Run Credit Check,2026-02-16T15:10:35Z,Credit Check,Credit Desk
SO-2026-0119,Globex Stores,EMEA,Direct,35305.69,Run Credit Check,2026-02-16T15:12:09Z,Credit Check,Credit Desk
SO-2026-0122,Globex Stores,APAC,Partner,22595.34,Run Credit Check,2026-02-16T15:46:26Z,Credit Check,Credit Desk
SO-2026-0049,Acme Retail,APAC,Direct,33048.47,Receive Payment,2026-02-16T15:46:35Z,Paid,Billing System
SO-2026-0124,Globex Stores,APAC,Partner,5801.08,Receive Order,2026-02-16T16:27:52Z,Received,Priya Nair
SO-2026-0125,Globex Stores,APAC,Direct,16468.09,Receive Order,2026-02-16T16:45:36Z,Received,Tom Becker
SO-2026-0126,Initech Ltd,EMEA,Partner,30515.43,Receive Order,2026-02-16T16:55:46Z,Received,Priya Nair
SO-2026-0094,Wonka Brands,EMEA,Partner,33729.64,Invoice Customer,2026-02-16T17:24:46Z,Invoiced,Billing System
SO-2026-0078,Acme Retail,APAC,Web,5479.01,Receive Payment,2026-02-16T17:47:21Z,Paid,Billing System
SO-2026-0116,Acme Retail,APAC,Direct,39719.25,Run Credit Check,2026-02-16T18:55:18Z,Credit Check,Credit Desk
SO-2026-0123,Hooli Inc,Americas,Web,32291.65,Run Credit Check,2026-02-16T19:09:21Z,Credit Check,Credit Desk
SO-2026-0114,Stark Traders,APAC,Web,25100.21,Approve Order,2026-02-16T19:35:19Z,Approved,Order Desk
SO-2026-0122,Globex Stores,APAC,Partner,14119.47,Approve Order,2026-02-16T21:10:26Z,Approved,Order Desk
SO-2026-0097,Vandelay Co,EMEA,Direct,32884.24,Fulfil Order,2026-02-16T21:14:25Z,Fulfilled,Fulfilment Centre
SO-2026-0120,Wonka Brands,APAC,Web,15632.14,Run Credit Check,2026-02-16T21:18:58Z,Credit Check,Credit Desk
SO-2026-0115,Initech Ltd,EMEA,Web,30000.69,Place On Credit Hold,2026-02-16T22:29:17Z,On Credit Hold,Credit Desk
SO-2026-0121,Acme Retail,APAC,Partner,41035.19,Approve Order,2026-02-16T22:38:35Z,Approved,Order Desk
SO-2026-0119,Globex Stores,EMEA,Direct,15035.45,Place On Credit Hold,2026-02-16T23:26:09Z,On Credit Hold,Credit Desk
SO-2026-0125,Globex Stores,APAC,Direct,11765.12,Run Credit Check,2026-02-17T00:18:36Z,Credit Check,Credit Desk
SO-2026-0126,Initech Ltd,EMEA,Partner,42565.77,Run Credit Check,2026-02-17T00:21:46Z,Credit Check,Credit Desk
SO-2026-0118,Wonka Brands,Americas,Direct,43122.92,Place On Credit Hold,2026-02-17T00:52:49Z,On Credit Hold,Credit Desk
SO-2026-0028,Globex Stores,EMEA,Partner,27103.17,Receive Payment,2026-02-17T01:00:35Z,Paid,Billing System
SO-2026-0126,Initech Ltd,EMEA,Partner,15815.39,Approve Order,2026-02-17T02:17:46Z,Approved,Order Desk
SO-2026-0124,Globex Stores,APAC,Partner,22688.51,Approve Order,2026-02-17T02:31:52Z,Approved,Order Desk
SO-2026-0120,Wonka Brands,APAC,Web,16096.39,Approve Order,2026-02-17T04:33:58Z,Approved,Order Desk
SO-2026-0123,Hooli Inc,Americas,Web,24299.79,Approve Order,2026-02-17T04:54:21Z,Approved,Order Desk
SO-2026-0116,Acme Retail,APAC,Direct,26346.47,Place On Credit Hold,2026-02-17T07:32:18Z,On Credit Hold,Credit Desk
SO-2026-0127,Vandelay Co,APAC,Partner,32052.01,Receive Order,2026-02-17T08:17:31Z,Received,Nadia Rahman
SO-2026-0128,Acme Retail,EMEA,Partner,4527.42,Receive Order,2026-02-17T09:54:46Z,Received,Nadia Rahman
SO-2026-0065,Wayne Enterprises,EMEA,Web,16247.57,Receive Payment,2026-02-17T10:03:32Z,Paid,Billing System
SO-2026-0125,Globex Stores,APAC,Direct,3991.62,Approve Order,2026-02-17T10:50:36Z,Approved,Order Desk
SO-2026-0129,Hooli Inc,EMEA,Partner,44453.84,Receive Order,2026-02-17T11:57:00Z,Received,Priya Nair
SO-2026-0130,Soylent Foods,EMEA,Partner,26904.70,Receive Order,2026-02-17T12:22:30Z,Received,Nadia Rahman
SO-2026-0128,Acme Retail,EMEA,Partner,37096.54,Approve Order,2026-02-17T12:42:46Z,Approved,Order Desk
SO-2026-0131,Umbrella Group,EMEA,Partner,40227.69,Receive Order,2026-02-17T13:39:19Z,Received,Priya Nair
