Requisition,Activity,Timestamp,Status,Team
REQ-2026-0093,Close Requisition,2026-03-25T09:04:08Z,Closed,Procurement
REQ-2026-0122,Raise Requisition,2026-03-25T09:13:55Z,Raised,Procurement
REQ-2026-0078,Close Requisition,2026-03-25T09:15:08Z,Closed,Procurement
REQ-2026-0103,Raise Purchase Order,2026-03-25T09:23:03Z,Ordered,Procurement
REQ-2026-0115,Review Terms,2026-03-25T09:43:35Z,Terms Reviewed,Legal
REQ-2026-0081,Close Requisition,2026-03-25T10:37:15Z,Closed,Procurement
REQ-2026-0123,Raise Requisition,2026-03-25T10:47:07Z,Raised,Procurement
REQ-2026-0115,Raise Purchase Order,2026-03-25T11:47:35Z,Ordered,Procurement
REQ-2026-0089,Receive Goods,2026-03-25T13:17:11Z,Received,Procurement
REQ-2026-0124,Raise Requisition,2026-03-25T13:35:14Z,Raised,Procurement
REQ-2026-0104,Query Terms,2026-03-25T13:38:20Z,Terms Queried,Finance
REQ-2026-0101,Review Terms,2026-03-25T13:45:05Z,Terms Reviewed,Legal
REQ-2026-0125,Raise Requisition,2026-03-25T14:06:12Z,Raised,Procurement
REQ-2026-0126,Raise Requisition,2026-03-25T14:23:17Z,Raised,Procurement
REQ-2026-0127,Raise Requisition,2026-03-25T14:35:56Z,Raised,Procurement
REQ-2026-0128,Raise Requisition,2026-03-25T14:57:50Z,Raised,Procurement
REQ-2026-0044,Receive Goods,2026-03-25T15:00:14Z,Received,Procurement
REQ-2026-0124,Check Budget,2026-03-25T15:38:14Z,Budget Checked,Finance
REQ-2026-0101,Raise Purchase Order,2026-03-25T16:42:05Z,Ordered,Procurement
REQ-2026-0127,Check Budget,2026-03-25T16:57:56Z,Budget Checked,Finance
REQ-2026-0050,Receive Goods,2026-03-25T18:10:04Z,Received,Procurement
REQ-2026-0120,Review Terms,2026-03-25T18:27:13Z,Terms Reviewed,Legal
REQ-2026-0106,Query Terms,2026-03-25T18:40:03Z,Terms Queried,Finance
REQ-2026-0044,Close Requisition,2026-03-25T20:06:14Z,Closed,Procurement
REQ-2026-0123,Check Budget,2026-03-25T21:16:07Z,Budget Checked,Finance
REQ-2026-0089,Close Requisition,2026-03-25T21:21:11Z,Closed,Procurement
REQ-2026-0122,Check Budget,2026-03-25T21:38:55Z,Budget Checked,Finance
REQ-2026-0092,Receive Goods,2026-03-25T23:19:02Z,Received,Procurement
REQ-2026-0075,Receive Goods,2026-03-25T23:19:36Z,Received,Procurement
REQ-2026-0114,Review Terms,2026-03-25T23:38:14Z,Terms Reviewed,Legal
REQ-2026-0125,Check Budget,2026-03-26T00:43:12Z,Budget Checked,Finance
REQ-2026-0120,Raise Purchase Order,2026-03-26T01:15:13Z,Ordered,Procurement
REQ-2026-0092,Close Requisition,2026-03-26T01:23:02Z,Closed,Procurement
REQ-2026-0128,Check Budget,2026-03-26T01:34:50Z,Budget Checked,Finance
REQ-2026-0126,Check Budget,2026-03-26T02:01:17Z,Budget Checked,Finance
REQ-2026-0082,Receive Goods,2026-03-26T04:47:10Z,Received,Procurement
REQ-2026-0110,Review Terms,2026-03-26T05:31:33Z,Terms Reviewed,Legal
REQ-2026-0114,Raise Purchase Order,2026-03-26T05:39:14Z,Ordered,Procurement
REQ-2026-0050,Close Requisition,2026-03-26T05:46:04Z,Closed,Procurement
REQ-2026-0097,Revise Terms,2026-03-26T05:52:41Z,Terms Revised,Legal
REQ-2026-0097,Accept Terms,2026-03-26T08:06:41Z,Terms Agreed,Finance
REQ-2026-0129,Raise Requisition,2026-03-26T08:11:16Z,Raised,Procurement
REQ-2026-0130,Raise Requisition,2026-03-26T08:12:27Z,Raised,Procurement
REQ-2026-0131,Raise Requisition,2026-03-26T08:30:59Z,Raised,Procurement
REQ-2026-0075,Close Requisition,2026-03-26T08:53:36Z,Closed,Procurement
REQ-2026-0132,Raise Requisition,2026-03-26T09:18:09Z,Raised,Procurement
REQ-2026-0133,Raise Requisition,2026-03-26T09:27:17Z,Raised,Procurement
REQ-2026-0134,Raise Requisition,2026-03-26T09:36:31Z,Raised,Procurement
REQ-2026-0135,Raise Requisition,2026-03-26T10:06:11Z,Raised,Procurement
REQ-2026-0129,Check Budget,2026-03-26T10:56:16Z,Budget Checked,Finance
REQ-2026-0136,Raise Requisition,2026-03-26T11:00:11Z,Raised,Procurement
REQ-2026-0137,Raise Requisition,2026-03-26T11:26:36Z,Raised,Procurement
REQ-2026-0138,Raise Requisition,2026-03-26T12:01:12Z,Raised,Procurement
REQ-2026-0139,Raise Requisition,2026-03-26T12:02:33Z,Raised,Procurement
REQ-2026-0111,Review Terms,2026-03-26T12:15:29Z,Terms Reviewed,Legal
REQ-2026-0140,Raise Requisition,2026-03-26T12:48:18Z,Raised,Procurement
REQ-2026-0141,Raise Requisition,2026-03-26T12:57:00Z,Raised,Procurement
REQ-2026-0113,Review Terms,2026-03-26T13:31:16Z,Terms Reviewed,Legal
REQ-2026-0142,Raise Requisition,2026-03-26T13:45:02Z,Raised,Procurement
REQ-2026-0131,Check Budget,2026-03-26T14:06:59Z,Budget Checked,Finance
REQ-2026-0134,Check Budget,2026-03-26T14:12:31Z,Budget Checked,Finance
REQ-2026-0135,Check Budget,2026-03-26T14:32:11Z,Budget Checked,Finance
REQ-2026-0139,Check Budget,2026-03-26T15:02:33Z,Budget Checked,Finance
REQ-2026-0082,Close Requisition,2026-03-26T15:03:10Z,Closed,Procurement
REQ-2026-0111,Raise Purchase Order,2026-03-26T15:47:29Z,Ordered,Procurement
REQ-2026-0133,Check Budget,2026-03-26T15:57:17Z,Budget Checked,Finance
REQ-2026-0097,Raise Purchase Order,2026-03-26T16:28:41Z,Ordered,Procurement
REQ-2026-0143,Raise Requisition,2026-03-26T16:52:08Z,Raised,Procurement
REQ-2026-0141,Check Budget,2026-03-26T16:55:00Z,Budget Checked,Finance
REQ-2026-0140,Check Budget,2026-03-26T17:53:18Z,Budget Checked,Finance
REQ-2026-0137,Check Budget,2026-03-26T18:01:36Z,Budget Checked,Finance
REQ-2026-0142,Check Budget,2026-03-26T18:27:02Z,Budget Checked,Finance
REQ-2026-0136,Check Budget,2026-03-26T19:17:11Z,Budget Checked,Finance
REQ-2026-0063,Receive Goods,2026-03-26T19:42:43Z,Received,Procurement
REQ-2026-0130,Check Budget,2026-03-26T19:51:27Z,Budget Checked,Finance
REQ-2026-0132,Check Budget,2026-03-26T21:16:09Z,Budget Checked,Finance
REQ-2026-0107,Revise Terms,2026-03-26T21:20:34Z,Terms Revised,Legal
REQ-2026-0138,Check Budget,2026-03-26T21:40:12Z,Budget Checked,Finance
REQ-2026-0102,Revise Terms,2026-03-26T21:57:12Z,Terms Revised,Legal
REQ-2026-0091,Receive Goods,2026-03-26T22:41:48Z,Received,Procurement
REQ-2026-0090,Receive Goods,2026-03-27T00:57:38Z,Received,Procurement
REQ-2026-0116,Review Terms,2026-03-27T01:30:05Z,Terms Reviewed,Legal
REQ-2026-0095,Receive Goods,2026-03-27T01:33:25Z,Received,Procurement
REQ-2026-0063,Close Requisition,2026-03-27T02:06:43Z,Closed,Procurement
REQ-2026-0107,Accept Terms,2026-03-27T02:27:34Z,Terms Agreed,Finance
REQ-2026-0143,Check Budget,2026-03-27T02:48:08Z,Budget Checked,Finance
REQ-2026-0116,Raise Purchase Order,2026-03-27T02:49:05Z,Ordered,Procurement
REQ-2026-0110,Query Terms,2026-03-27T02:55:33Z,Terms Queried,Finance
REQ-2026-0039,Receive Goods,2026-03-27T03:07:49Z,Received,Procurement
REQ-2026-0088,Receive Goods,2026-03-27T04:29:21Z,Received,Procurement
REQ-2026-0090,Close Requisition,2026-03-27T04:55:38Z,Closed,Procurement
REQ-2026-0107,Raise Purchase Order,2026-03-27T05:53:34Z,Ordered,Procurement
REQ-2026-0113,Query Terms,2026-03-27T07:19:16Z,Terms Queried,Finance
REQ-2026-0144,Raise Requisition,2026-03-27T08:13:13Z,Raised,Procurement
REQ-2026-0145,Raise Requisition,2026-03-27T08:26:28Z,Raised,Procurement
REQ-2026-0104,Revise Terms,2026-03-27T08:33:20Z,Terms Revised,Legal
REQ-2026-0091,Close Requisition,2026-03-27T10:05:48Z,Closed,Procurement
REQ-2026-0135,Reject Requisition,2026-03-27T10:12:11Z,Rejected,Finance
REQ-2026-0102,Accept Terms,2026-03-27T10:36:12Z,Terms Agreed,Finance
REQ-2026-0095,Close Requisition,2026-03-27T10:53:25Z,Closed,Procurement
REQ-2026-0146,Raise Requisition,2026-03-27T11:28:15Z,Raised,Procurement
REQ-2026-0147,Raise Requisition,2026-03-27T11:47:51Z,Raised,Procurement
REQ-2026-0148,Raise Requisition,2026-03-27T12:43:37Z,Raised,Procurement
REQ-2026-0144,Check Budget,2026-03-27T12:49:13Z,Budget Checked,Finance
REQ-2026-0149,Raise Requisition,2026-03-27T12:50:23Z,Raised,Procurement
REQ-2026-0088,Close Requisition,2026-03-27T13:29:21Z,Closed,Procurement
REQ-2026-0104,Accept Terms,2026-03-27T13:41:20Z,Terms Agreed,Finance
REQ-2026-0124,Review Terms,2026-03-27T13:51:14Z,Terms Reviewed,Legal
REQ-2026-0039,Close Requisition,2026-03-27T14:04:49Z,Closed,Procurement
REQ-2026-0079,Receive Goods,2026-03-27T14:29:30Z,Received,Procurement
REQ-2026-0072,Receive Goods,2026-03-27T14:36:38Z,Received,Procurement
REQ-2026-0080,Receive Goods,2026-03-27T14:40:08Z,Received,Procurement
REQ-2026-0150,Raise Requisition,2026-03-27T14:58:31Z,Raised,Procurement
REQ-2026-0151,Raise Requisition,2026-03-27T15:12:09Z,Raised,Procurement
REQ-2026-0152,Raise Requisition,2026-03-27T16:20:26Z,Raised,Procurement
REQ-2026-0153,Raise Requisition,2026-03-27T16:38:05Z,Raised,Procurement
REQ-2026-0104,Raise Purchase Order,2026-03-27T18:32:20Z,Ordered,Procurement
REQ-2026-0148,Check Budget,2026-03-27T18:43:37Z,Budget Checked,Finance
REQ-2026-0144,Reject Requisition,2026-03-27T18:55:13Z,Rejected,Finance
REQ-2026-0141,Review Terms,2026-03-27T19:04:00Z,Terms Reviewed,Legal
REQ-2026-0102,Raise Purchase Order,2026-03-27T19:25:12Z,Ordered,Procurement
REQ-2026-0110,Accept Terms,2026-03-27T19:41:33Z,Terms Agreed,Finance
REQ-2026-0061,Receive Goods,2026-03-27T19:42:31Z,Received,Procurement
REQ-2026-0145,Check Budget,2026-03-27T19:46:28Z,Budget Checked,Finance
REQ-2026-0147,Check Budget,2026-03-27T20:12:51Z,Budget Checked,Finance
REQ-2026-0126,Review Terms,2026-03-27T20:16:17Z,Terms Reviewed,Legal
REQ-2026-0058,Receive Goods,2026-03-27T20:35:40Z,Received,Procurement
REQ-2026-0072,Close Requisition,2026-03-27T20:45:38Z,Closed,Procurement
REQ-2026-0150,Check Budget,2026-03-27T21:47:31Z,Budget Checked,Finance
REQ-2026-0153,Check Budget,2026-03-27T21:53:05Z,Budget Checked,Finance
REQ-2026-0079,Close Requisition,2026-03-27T21:54:30Z,Closed,Procurement
REQ-2026-0129,Review Terms,2026-03-27T22:02:16Z,Terms Reviewed,Legal
REQ-2026-0126,Raise Purchase Order,2026-03-27T22:08:17Z,Ordered,Procurement
REQ-2026-0142,Review Terms,2026-03-27T22:53:02Z,Terms Reviewed,Legal
REQ-2026-0076,Receive Goods,2026-03-27T23:01:00Z,Received,Procurement
REQ-2026-0149,Check Budget,2026-03-27T23:20:23Z,Budget Checked,Finance
REQ-2026-0146,Check Budget,2026-03-27T23:54:15Z,Budget Checked,Finance
REQ-2026-0113,Accept Terms,2026-03-27T23:57:16Z,Terms Agreed,Finance
REQ-2026-0076,Close Requisition,2026-03-28T00:03:00Z,Closed,Procurement
REQ-2026-0151,Check Budget,2026-03-28T00:15:09Z,Budget Checked,Finance
REQ-2026-0067,Receive Goods,2026-03-28T01:13:30Z,Received,Procurement
REQ-2026-0080,Close Requisition,2026-03-28T02:03:08Z,Closed,Procurement
REQ-2026-0142,Raise Purchase Order,2026-03-28T02:44:02Z,Ordered,Procurement
REQ-2026-0110,Raise Purchase Order,2026-03-28T03:24:33Z,Ordered,Procurement
REQ-2026-0061,Close Requisition,2026-03-28T03:31:31Z,Closed,Procurement
REQ-2026-0113,Raise Purchase Order,2026-03-28T03:47:16Z,Ordered,Procurement
REQ-2026-0152,Check Budget,2026-03-28T04:38:26Z,Budget Checked,Finance
REQ-2026-0058,Close Requisition,2026-03-28T04:44:40Z,Closed,Procurement
REQ-2026-0149,Reject Requisition,2026-03-28T05:32:23Z,Rejected,Finance
REQ-2026-0098,Receive Goods,2026-03-28T05:53:17Z,Received,Procurement
REQ-2026-0124,Reject Requisition,2026-03-28T06:17:14Z,Rejected,Finance
REQ-2026-0141,Reject Requisition,2026-03-28T06:23:00Z,Rejected,Finance
REQ-2026-0099,Revise Terms,2026-03-28T07:00:48Z,Terms Revised,Legal
REQ-2026-0074,Receive Goods,2026-03-28T07:43:40Z,Received,Procurement
REQ-2026-0119,Review Terms,2026-03-28T07:49:02Z,Terms Reviewed,Legal
REQ-2026-0086,Receive Goods,2026-03-28T08:36:09Z,Received,Procurement
REQ-2026-0131,Review Terms,2026-03-28T10:02:59Z,Terms Reviewed,Legal
REQ-2026-0067,Close Requisition,2026-03-28T11:04:30Z,Closed,Procurement
REQ-2026-0128,Review Terms,2026-03-28T11:13:50Z,Terms Reviewed,Legal
REQ-2026-0138,Review Terms,2026-03-28T11:26:12Z,Terms Reviewed,Legal
REQ-2026-0100,Receive Goods,2026-03-28T13:13:39Z,Received,Procurement
REQ-2026-0074,Close Requisition,2026-03-28T14:04:40Z,Closed,Procurement
REQ-2026-0119,Raise Purchase Order,2026-03-28T14:50:02Z,Ordered,Procurement
REQ-2026-0131,Raise Purchase Order,2026-03-28T15:09:59Z,Ordered,Procurement
REQ-2026-0129,Query Terms,2026-03-28T15:20:16Z,Terms Queried,Finance
REQ-2026-0103,Receive Goods,2026-03-28T15:32:03Z,Received,Procurement
REQ-2026-0105,Review Terms,2026-03-28T15:54:43Z,Terms Reviewed,Legal
REQ-2026-0086,Close Requisition,2026-03-28T16:38:09Z,Closed,Procurement
REQ-2026-0105,Raise Purchase Order,2026-03-28T17:53:43Z,Ordered,Procurement
REQ-2026-0098,Close Requisition,2026-03-28T18:28:17Z,Closed,Procurement
REQ-2026-0100,Close Requisition,2026-03-28T19:19:39Z,Closed,Procurement
REQ-2026-0138,Query Terms,2026-03-28T19:41:12Z,Terms Queried,Finance
REQ-2026-0128,Query Terms,2026-03-28T20:45:50Z,Terms Queried,Finance
REQ-2026-0133,Review Terms,2026-03-28T22:14:17Z,Terms Reviewed,Legal
REQ-2026-0099,Accept Terms,2026-03-28T22:15:48Z,Terms Agreed,Finance
REQ-2026-0103,Close Requisition,2026-03-28T23:32:03Z,Closed,Procurement
REQ-2026-0106,Revise Terms,2026-03-29T01:31:03Z,Terms Revised,Legal
REQ-2026-0151,Review Terms,2026-03-29T01:59:09Z,Terms Reviewed,Legal
REQ-2026-0121,Review Terms,2026-03-29T02:28:46Z,Terms Reviewed,Legal
REQ-2026-0112,Review Terms,2026-03-29T03:17:58Z,Terms Reviewed,Legal
REQ-2026-0096,Receive Goods,2026-03-29T03:46:14Z,Received,Procurement
REQ-2026-0133,Raise Purchase Order,2026-03-29T04:50:17Z,Ordered,Procurement
REQ-2026-0099,Raise Purchase Order,2026-03-29T06:00:48Z,Ordered,Procurement
REQ-2026-0106,Accept Terms,2026-03-29T06:51:03Z,Terms Agreed,Finance
REQ-2026-0114,Receive Goods,2026-03-29T07:11:14Z,Received,Procurement
REQ-2026-0112,Raise Purchase Order,2026-03-29T07:47:58Z,Ordered,Procurement
REQ-2026-0096,Close Requisition,2026-03-29T08:42:14Z,Closed,Procurement
REQ-2026-0116,Receive Goods,2026-03-29T08:47:05Z,Received,Procurement
REQ-2026-0122,Review Terms,2026-03-29T12:31:55Z,Terms Reviewed,Legal
REQ-2026-0151,Query Terms,2026-03-29T13:19:09Z,Terms Queried,Finance
REQ-2026-0094,Receive Goods,2026-03-29T13:27:13Z,Received,Procurement
REQ-2026-0147,Review Terms,2026-03-29T13:42:51Z,Terms Reviewed,Legal
REQ-2026-0116,Close Requisition,2026-03-29T14:06:05Z,Closed,Procurement
REQ-2026-0139,Review Terms,2026-03-29T14:13:33Z,Terms Reviewed,Legal
REQ-2026-0106,Raise Purchase Order,2026-03-29T14:42:03Z,Ordered,Procurement
REQ-2026-0118,Review Terms,2026-03-29T15:01:02Z,Terms Reviewed,Legal
REQ-2026-0114,Close Requisition,2026-03-29T19:47:14Z,Closed,Procurement
REQ-2026-0094,Close Requisition,2026-03-29T20:00:13Z,Closed,Procurement
REQ-2026-0147,Raise Purchase Order,2026-03-29T22:01:51Z,Ordered,Procurement
REQ-2026-0121,Reject Requisition,2026-03-29T22:35:46Z,Rejected,Finance
REQ-2026-0127,Review Terms,2026-03-29T22:45:56Z,Terms Reviewed,Legal
REQ-2026-0134,Review Terms,2026-03-30T00:07:31Z,Terms Reviewed,Legal
REQ-2026-0130,Review Terms,2026-03-30T00:58:27Z,Terms Reviewed,Legal
REQ-2026-0125,Review Terms,2026-03-30T01:34:12Z,Terms Reviewed,Legal
REQ-2026-0127,Raise Purchase Order,2026-03-30T02:40:56Z,Ordered,Procurement
REQ-2026-0125,Raise Purchase Order,2026-03-30T04:04:12Z,Ordered,Procurement
REQ-2026-0123,Review Terms,2026-03-30T05:11:07Z,Terms Reviewed,Legal
REQ-2026-0148,Review Terms,2026-03-30T05:49:37Z,Terms Reviewed,Legal
REQ-2026-0139,Query Terms,2026-03-30T05:54:33Z,Terms Queried,Finance
REQ-2026-0122,Query Terms,2026-03-30T06:49:55Z,Terms Queried,Finance
REQ-2026-0138,Revise Terms,2026-03-30T07:59:12Z,Terms Revised,Legal
REQ-2026-0134,Raise Purchase Order,2026-03-30T08:51:31Z,Ordered,Procurement
REQ-2026-0154,Raise Requisition,2026-03-30T09:25:23Z,Raised,Procurement
REQ-2026-0155,Raise Requisition,2026-03-30T09:45:56Z,Raised,Procurement
REQ-2026-0148,Raise Purchase Order,2026-03-30T10:53:37Z,Ordered,Procurement
REQ-2026-0118,Query Terms,2026-03-30T11:05:02Z,Terms Queried,Finance
REQ-2026-0156,Raise Requisition,2026-03-30T11:17:36Z,Raised,Procurement
REQ-2026-0157,Raise Requisition,2026-03-30T11:37:37Z,Raised,Procurement
REQ-2026-0158,Raise Requisition,2026-03-30T12:26:22Z,Raised,Procurement
REQ-2026-0159,Raise Requisition,2026-03-30T12:39:06Z,Raised,Procurement
REQ-2026-0160,Raise Requisition,2026-03-30T12:54:53Z,Raised,Procurement
REQ-2026-0104,Receive Goods,2026-03-30T12:58:20Z,Received,Procurement
REQ-2026-0161,Raise Requisition,2026-03-30T13:02:41Z,Raised,Procurement
REQ-2026-0162,Raise Requisition,2026-03-30T14:07:58Z,Raised,Procurement
REQ-2026-0163,Raise Requisition,2026-03-30T14:14:27Z,Raised,Procurement
REQ-2026-0123,Query Terms,2026-03-30T14:16:07Z,Terms Queried,Finance
REQ-2026-0156,Check Budget,2026-03-30T14:46:36Z,Budget Checked,Finance
REQ-2026-0122,Accept Terms,2026-03-30T14:54:55Z,Terms Agreed,Finance
REQ-2026-0155,Check Budget,2026-03-30T16:27:56Z,Budget Checked,Finance
REQ-2026-0132,Review Terms,2026-03-30T16:49:09Z,Terms Reviewed,Legal
REQ-2026-0138,Accept Terms,2026-03-30T17:20:12Z,Terms Agreed,Finance
REQ-2026-0136,Review Terms,2026-03-30T18:06:11Z,Terms Reviewed,Legal
REQ-2026-0139,Accept Terms,2026-03-30T18:41:33Z,Terms Agreed,Finance
REQ-2026-0146,Review Terms,2026-03-30T18:47:15Z,Terms Reviewed,Legal
REQ-2026-0158,Check Budget,2026-03-30T19:50:22Z,Budget Checked,Finance
REQ-2026-0122,Raise Purchase Order,2026-03-30T20:07:55Z,Ordered,Procurement
REQ-2026-0153,Review Terms,2026-03-30T20:11:05Z,Terms Reviewed,Legal
REQ-2026-0161,Check Budget,2026-03-30T20:29:41Z,Budget Checked,Finance
REQ-2026-0154,Check Budget,2026-03-30T20:52:23Z,Budget Checked,Finance
REQ-2026-0163,Check Budget,2026-03-30T20:58:27Z,Budget Checked,Finance
REQ-2026-0146,Raise Purchase Order,2026-03-30T22:00:15Z,Ordered,Procurement
REQ-2026-0159,Check Budget,2026-03-30T22:32:06Z,Budget Checked,Finance
REQ-2026-0104,Close Requisition,2026-03-30T22:33:20Z,Closed,Procurement
REQ-2026-0130,Reject Requisition,2026-03-30T22:45:27Z,Rejected,Finance
REQ-2026-0143,Review Terms,2026-03-30T22:52:08Z,Terms Reviewed,Legal
REQ-2026-0157,Check Budget,2026-03-30T23:03:37Z,Budget Checked,Finance
REQ-2026-0152,Review Terms,2026-03-30T23:27:26Z,Terms Reviewed,Legal
REQ-2026-0145,Review Terms,2026-03-30T23:43:28Z,Terms Reviewed,Legal
REQ-2026-0136,Query Terms,2026-03-30T23:51:11Z,Terms Queried,Finance
REQ-2026-0143,Raise Purchase Order,2026-03-31T00:49:08Z,Ordered,Procurement
REQ-2026-0153,Raise Purchase Order,2026-03-31T00:52:05Z,Ordered,Procurement
REQ-2026-0160,Check Budget,2026-03-31T01:13:53Z,Budget Checked,Finance
REQ-2026-0138,Raise Purchase Order,2026-03-31T01:16:12Z,Ordered,Procurement
REQ-2026-0140,Review Terms,2026-03-31T01:32:18Z,Terms Reviewed,Legal
REQ-2026-0139,Raise Purchase Order,2026-03-31T02:07:33Z,Ordered,Procurement
REQ-2026-0162,Check Budget,2026-03-31T02:10:58Z,Budget Checked,Finance
REQ-2026-0118,Accept Terms,2026-03-31T02:35:02Z,Terms Agreed,Finance
REQ-2026-0151,Revise Terms,2026-03-31T06:20:09Z,Terms Revised,Legal
REQ-2026-0140,Raise Purchase Order,2026-03-31T06:39:18Z,Ordered,Procurement
REQ-2026-0107,Receive Goods,2026-03-31T07:15:34Z,Received,Procurement
REQ-2026-0118,Raise Purchase Order,2026-03-31T08:40:02Z,Ordered,Procurement
REQ-2026-0145,Query Terms,2026-03-31T08:40:28Z,Terms Queried,Finance
REQ-2026-0152,Query Terms,2026-03-31T08:42:26Z,Terms Queried,Finance
REQ-2026-0151,Accept Terms,2026-03-31T09:14:09Z,Terms Agreed,Finance
REQ-2026-0107,Close Requisition,2026-03-31T09:19:34Z,Closed,Procurement
REQ-2026-0142,Receive Goods,2026-03-31T09:34:02Z,Received,Procurement
REQ-2026-0073,Receive Goods,2026-03-31T10:09:43Z,Received,Procurement
REQ-2026-0105,Receive Goods,2026-03-31T10:40:43Z,Received,Procurement
REQ-2026-0164,Raise Requisition,2026-03-31T11:09:57Z,Raised,Procurement
REQ-2026-0152,Accept Terms,2026-03-31T12:00:26Z,Terms Agreed,Finance
REQ-2026-0137,Review Terms,2026-03-31T12:04:36Z,Terms Reviewed,Legal
REQ-2026-0165,Raise Requisition,2026-03-31T12:34:27Z,Raised,Procurement
REQ-2026-0166,Raise Requisition,2026-03-31T12:46:51Z,Raised,Procurement
REQ-2026-0105,Close Requisition,2026-03-31T12:56:43Z,Closed,Procurement
REQ-2026-0137,Raise Purchase Order,2026-03-31T14:25:36Z,Ordered,Procurement
REQ-2026-0167,Raise Requisition,2026-03-31T14:28:42Z,Raised,Procurement
REQ-2026-0168,Raise Requisition,2026-03-31T14:46:48Z,Raised,Procurement
REQ-2026-0142,Close Requisition,2026-03-31T14:53:02Z,Closed,Procurement
REQ-2026-0151,Raise Purchase Order,2026-03-31T15:05:09Z,Ordered,Procurement
REQ-2026-0169,Raise Requisition,2026-03-31T15:16:36Z,Raised,Procurement
REQ-2026-0170,Raise Requisition,2026-03-31T15:41:05Z,Raised,Procurement
REQ-2026-0171,Raise Requisition,2026-03-31T15:47:09Z,Raised,Procurement
REQ-2026-0166,Check Budget,2026-03-31T15:59:51Z,Budget Checked,Finance
REQ-2026-0172,Raise Requisition,2026-03-31T16:24:26Z,Raised,Procurement
REQ-2026-0168,Check Budget,2026-03-31T16:51:48Z,Budget Checked,Finance
REQ-2026-0119,Receive Goods,2026-03-31T17:36:02Z,Received,Procurement
REQ-2026-0132,Reject Requisition,2026-03-31T17:41:09Z,Rejected,Finance
REQ-2026-0164,Check Budget,2026-03-31T17:42:57Z,Budget Checked,Finance
REQ-2026-0152,Raise Purchase Order,2026-03-31T18:41:26Z,Ordered,Procurement
REQ-2026-0165,Check Budget,2026-03-31T20:47:27Z,Budget Checked,Finance
REQ-2026-0172,Check Budget,2026-03-31T21:25:26Z,Budget Checked,Finance
REQ-2026-0171,Check Budget,2026-03-31T22:12:09Z,Budget Checked,Finance
REQ-2026-0073,Close Requisition,2026-03-31T22:15:43Z,Closed,Procurement
REQ-2026-0111,Receive Goods,2026-03-31T22:38:29Z,Received,Procurement
REQ-2026-0167,Check Budget,2026-03-31T23:04:42Z,Budget Checked,Finance
REQ-2026-0154,Review Terms,2026-03-31T23:34:23Z,Terms Reviewed,Legal
REQ-2026-0119,Close Requisition,2026-03-31T23:39:02Z,Closed,Procurement
REQ-2026-0164,Reject Requisition,2026-03-31T23:40:57Z,Rejected,Finance
