Application,Activity,Timestamp,Stage,Team
APP-2026-0102,Receive Documents,2026-04-13T21:06:51Z,Documents Received,Intake
APP-2026-0059,Disburse Funds,2026-04-13T21:59:17Z,Disbursed,Payments
APP-2026-0043,Receive Documents,2026-04-13T22:40:22Z,Documents Received,Intake
APP-2026-0027,Disburse Funds,2026-04-13T23:05:10Z,Disbursed,Payments
APP-2026-0084,Receive Documents,2026-04-13T23:07:37Z,Documents Received,Intake
APP-2026-0062,Credit Check,2026-04-13T23:09:54Z,Credit Checked,Credit Team
APP-2026-0053,Credit Check,2026-04-13T23:15:11Z,Credit Checked,Credit Team
APP-2026-0002,Credit Check,2026-04-14T00:13:14Z,Credit Checked,Credit Team
APP-2026-0053,Request Documents,2026-04-14T00:15:11Z,Awaiting Documents,Credit Team
APP-2026-0110,Credit Check,2026-04-14T02:23:39Z,Credit Checked,Credit Team
APP-2026-0103,Credit Check,2026-04-14T02:33:24Z,Credit Checked,Credit Team
APP-2026-0052,Underwrite,2026-04-14T03:14:14Z,Underwritten,Underwriting
APP-2026-0106,Request Documents,2026-04-14T03:16:46Z,Awaiting Documents,Credit Team
APP-2026-0049,Underwrite,2026-04-14T03:18:16Z,Underwritten,Underwriting
APP-2026-0100,Credit Check,2026-04-14T03:51:09Z,Credit Checked,Credit Team
APP-2026-0105,Credit Check,2026-04-14T04:10:47Z,Credit Checked,Credit Team
APP-2026-0090,Credit Check,2026-04-14T04:25:41Z,Credit Checked,Credit Team
APP-2026-0067,Receive Documents,2026-04-14T05:23:25Z,Documents Received,Intake
APP-2026-0110,Request Documents,2026-04-14T05:33:39Z,Awaiting Documents,Credit Team
APP-2026-0018,Approve Application,2026-04-14T05:52:57Z,Approved,Underwriting
APP-2026-0051,Receive Documents,2026-04-14T05:59:02Z,Documents Received,Intake
APP-2026-0105,Request Documents,2026-04-14T05:59:47Z,Awaiting Documents,Credit Team
APP-2026-0103,Request Documents,2026-04-14T06:12:24Z,Awaiting Documents,Credit Team
APP-2026-0062,Underwrite,2026-04-14T06:27:54Z,Underwritten,Underwriting
APP-2026-0014,Underwrite,2026-04-14T06:27:55Z,Underwritten,Underwriting
APP-2026-0049,Decline Application,2026-04-14T07:28:16Z,Declined,Underwriting
APP-2026-0002,Underwrite,2026-04-14T07:36:14Z,Underwritten,Underwriting
APP-2026-0009,Underwrite,2026-04-14T08:31:20Z,Underwritten,Underwriting
APP-2026-0014,Approve Application,2026-04-14T08:31:55Z,Approved,Underwriting
APP-2026-0111,Receive Application,2026-04-14T08:33:36Z,Received,Intake
APP-2026-0075,Credit Check,2026-04-14T08:51:10Z,Credit Checked,Credit Team
APP-2026-0112,Receive Application,2026-04-14T09:02:55Z,Received,Intake
APP-2026-0063,Receive Documents,2026-04-14T09:09:06Z,Documents Received,Intake
APP-2026-0039,Credit Check,2026-04-14T09:15:20Z,Credit Checked,Credit Team
APP-2026-0113,Receive Application,2026-04-14T10:03:04Z,Received,Intake
APP-2026-0104,Credit Check,2026-04-14T10:19:06Z,Credit Checked,Credit Team
APP-2026-0114,Receive Application,2026-04-14T10:26:28Z,Received,Intake
APP-2026-0090,Request Documents,2026-04-14T10:39:41Z,Awaiting Documents,Credit Team
APP-2026-0107,Credit Check,2026-04-14T10:57:34Z,Credit Checked,Credit Team
APP-2026-0112,Verify Identity,2026-04-14T11:35:55Z,Identity Verified,Intake
APP-2026-0115,Receive Application,2026-04-14T11:58:14Z,Received,Intake
APP-2026-0093,Receive Documents,2026-04-14T11:59:03Z,Documents Received,Intake
APP-2026-0031,Receive Documents,2026-04-14T12:05:33Z,Documents Received,Intake
APP-2026-0009,Approve Application,2026-04-14T12:10:20Z,Approved,Underwriting
APP-2026-0109,Credit Check,2026-04-14T12:39:28Z,Credit Checked,Credit Team
APP-2026-0114,Verify Identity,2026-04-14T12:42:28Z,Identity Verified,Intake
APP-2026-0048,Receive Documents,2026-04-14T12:49:36Z,Documents Received,Intake
APP-2026-0032,Underwrite,2026-04-14T12:56:13Z,Underwritten,Underwriting
APP-2026-0074,Credit Check,2026-04-14T13:25:13Z,Credit Checked,Credit Team
APP-2026-0052,Approve Application,2026-04-14T13:57:14Z,Approved,Underwriting
APP-2026-0116,Receive Application,2026-04-14T14:06:01Z,Received,Intake
APP-2026-0093,Credit Check,2026-04-14T14:20:03Z,Credit Checked,Credit Team
APP-2026-0117,Receive Application,2026-04-14T14:20:52Z,Received,Intake
APP-2026-0116,Verify Identity,2026-04-14T15:13:01Z,Identity Verified,Intake
APP-2026-0041,Receive Documents,2026-04-14T15:14:48Z,Documents Received,Intake
APP-2026-0045,Receive Documents,2026-04-14T15:18:41Z,Documents Received,Intake
APP-2026-0118,Receive Application,2026-04-14T15:35:54Z,Received,Intake
APP-2026-0108,Credit Check,2026-04-14T15:40:45Z,Credit Checked,Credit Team
APP-2026-0075,Request Documents,2026-04-14T15:44:10Z,Awaiting Documents,Credit Team
APP-2026-0032,Approve Application,2026-04-14T15:46:13Z,Approved,Underwriting
APP-2026-0104,Request Documents,2026-04-14T15:48:06Z,Awaiting Documents,Credit Team
APP-2026-0093,Request Documents,2026-04-14T16:08:03Z,Awaiting Documents,Credit Team
APP-2026-0033,Withdraw Application,2026-04-14T16:20:08Z,Withdrawn,Intake
APP-2026-0062,Approve Application,2026-04-14T17:03:54Z,Approved,Underwriting
APP-2026-0111,Verify Identity,2026-04-14T17:07:36Z,Identity Verified,Intake
APP-2026-0002,Approve Application,2026-04-14T17:11:14Z,Approved,Underwriting
APP-2026-0114,Credit Check,2026-04-14T17:22:28Z,Credit Checked,Credit Team
APP-2026-0119,Receive Application,2026-04-14T17:33:46Z,Received,Intake
APP-2026-0051,Credit Check,2026-04-14T17:42:02Z,Credit Checked,Credit Team
APP-2026-0120,Receive Application,2026-04-14T17:49:33Z,Received,Intake
APP-2026-0038,Disburse Funds,2026-04-14T18:08:25Z,Disbursed,Payments
APP-2026-0063,Credit Check,2026-04-14T18:27:06Z,Credit Checked,Credit Team
APP-2026-0102,Credit Check,2026-04-14T18:30:51Z,Credit Checked,Credit Team
APP-2026-0113,Verify Identity,2026-04-14T18:58:04Z,Identity Verified,Intake
APP-2026-0109,Request Documents,2026-04-14T19:06:28Z,Awaiting Documents,Credit Team
APP-2026-0074,Request Documents,2026-04-14T19:13:13Z,Awaiting Documents,Credit Team
APP-2026-0083,Receive Documents,2026-04-14T19:34:25Z,Documents Received,Intake
APP-2026-0118,Verify Identity,2026-04-14T19:37:54Z,Identity Verified,Intake
APP-2026-0043,Credit Check,2026-04-14T19:55:22Z,Credit Checked,Credit Team
APP-2026-0084,Credit Check,2026-04-14T19:57:37Z,Credit Checked,Credit Team
APP-2026-0055,Receive Documents,2026-04-14T20:08:11Z,Documents Received,Intake
APP-2026-0094,Underwrite,2026-04-14T20:14:51Z,Underwritten,Underwriting
APP-2026-0067,Credit Check,2026-04-14T20:26:25Z,Credit Checked,Credit Team
APP-2026-0107,Underwrite,2026-04-14T20:27:34Z,Underwritten,Underwriting
APP-2026-0111,Credit Check,2026-04-14T20:48:36Z,Credit Checked,Credit Team
APP-2026-0117,Verify Identity,2026-04-14T20:50:52Z,Identity Verified,Intake
APP-2026-0115,Verify Identity,2026-04-14T20:56:14Z,Identity Verified,Intake
APP-2026-0041,Credit Check,2026-04-14T20:58:48Z,Credit Checked,Credit Team
APP-2026-0042,Receive Documents,2026-04-14T21:22:13Z,Documents Received,Intake
APP-2026-0044,Disburse Funds,2026-04-14T21:24:30Z,Disbursed,Payments
APP-2026-0108,Request Documents,2026-04-14T21:57:45Z,Awaiting Documents,Credit Team
APP-2026-0094,Approve Application,2026-04-14T22:00:51Z,Approved,Underwriting
APP-2026-0084,Request Documents,2026-04-14T22:15:37Z,Awaiting Documents,Credit Team
APP-2026-0079,Receive Documents,2026-04-14T22:26:15Z,Documents Received,Intake
APP-2026-0111,Request Documents,2026-04-14T23:16:36Z,Awaiting Documents,Credit Team
APP-2026-0119,Verify Identity,2026-04-14T23:18:46Z,Identity Verified,Intake
APP-2026-0042,Credit Check,2026-04-14T23:39:13Z,Credit Checked,Credit Team
APP-2026-0120,Verify Identity,2026-04-15T00:02:33Z,Identity Verified,Intake
APP-2026-0041,Request Documents,2026-04-15T00:06:48Z,Awaiting Documents,Credit Team
APP-2026-0101,Disburse Funds,2026-04-15T00:08:15Z,Disbursed,Payments
APP-2026-0097,Disburse Funds,2026-04-15T01:14:19Z,Disbursed,Payments
APP-2026-0079,Credit Check,2026-04-15T01:57:15Z,Credit Checked,Credit Team
APP-2026-0099,Receive Documents,2026-04-15T02:43:44Z,Documents Received,Intake
APP-2026-0042,Request Documents,2026-04-15T02:48:13Z,Awaiting Documents,Credit Team
APP-2026-0083,Credit Check,2026-04-15T03:05:25Z,Credit Checked,Credit Team
APP-2026-0079,Request Documents,2026-04-15T03:14:15Z,Awaiting Documents,Credit Team
APP-2026-0025,Disburse Funds,2026-04-15T03:53:00Z,Disbursed,Payments
APP-2026-0052,Disburse Funds,2026-04-15T04:26:14Z,Disbursed,Payments
APP-2026-0071,Receive Documents,2026-04-15T04:48:09Z,Documents Received,Intake
APP-2026-0120,Credit Check,2026-04-15T04:48:33Z,Credit Checked,Credit Team
APP-2026-0057,Receive Documents,2026-04-15T06:55:46Z,Documents Received,Intake
APP-2026-0107,Approve Application,2026-04-15T07:19:34Z,Approved,Underwriting
APP-2026-0029,Disburse Funds,2026-04-15T07:39:03Z,Disbursed,Payments
APP-2026-0055,Credit Check,2026-04-15T08:08:11Z,Credit Checked,Credit Team
APP-2026-0039,Underwrite,2026-04-15T08:09:20Z,Underwritten,Underwriting
APP-2026-0121,Receive Application,2026-04-15T08:10:37Z,Received,Intake
APP-2026-0112,Credit Check,2026-04-15T08:14:55Z,Credit Checked,Credit Team
APP-2026-0048,Credit Check,2026-04-15T08:21:36Z,Credit Checked,Credit Team
APP-2026-0122,Receive Application,2026-04-15T08:22:07Z,Received,Intake
APP-2026-0031,Credit Check,2026-04-15T08:47:33Z,Credit Checked,Credit Team
APP-2026-0030,Receive Documents,2026-04-15T09:43:05Z,Documents Received,Intake
APP-2026-0122,Verify Identity,2026-04-15T09:53:07Z,Identity Verified,Intake
APP-2026-0123,Receive Application,2026-04-15T09:54:01Z,Received,Intake
APP-2026-0124,Receive Application,2026-04-15T10:50:48Z,Received,Intake
APP-2026-0045,Credit Check,2026-04-15T11:23:41Z,Credit Checked,Credit Team
APP-2026-0119,Credit Check,2026-04-15T11:37:46Z,Credit Checked,Credit Team
APP-2026-0113,Credit Check,2026-04-15T11:47:04Z,Credit Checked,Credit Team
APP-2026-0125,Receive Application,2026-04-15T11:57:02Z,Received,Intake
APP-2026-0126,Receive Application,2026-04-15T12:13:08Z,Received,Intake
APP-2026-0121,Verify Identity,2026-04-15T12:18:37Z,Identity Verified,Intake
APP-2026-0112,Request Documents,2026-04-15T12:54:55Z,Awaiting Documents,Credit Team
APP-2026-0118,Credit Check,2026-04-15T13:16:54Z,Credit Checked,Credit Team
APP-2026-0116,Credit Check,2026-04-15T13:32:01Z,Credit Checked,Credit Team
APP-2026-0012,Disburse Funds,2026-04-15T13:42:51Z,Disbursed,Payments
APP-2026-0015,Receive Documents,2026-04-15T14:20:03Z,Documents Received,Intake
APP-2026-0076,Receive Documents,2026-04-15T14:22:08Z,Documents Received,Intake
APP-2026-0117,Credit Check,2026-04-15T14:22:52Z,Credit Checked,Credit Team
APP-2026-0056,Receive Documents,2026-04-15T14:43:36Z,Documents Received,Intake
APP-2026-0123,Verify Identity,2026-04-15T14:49:01Z,Identity Verified,Intake
APP-2026-0121,Credit Check,2026-04-15T15:18:37Z,Credit Checked,Credit Team
APP-2026-0127,Receive Application,2026-04-15T15:25:17Z,Received,Intake
APP-2026-0128,Receive Application,2026-04-15T15:37:06Z,Received,Intake
APP-2026-0122,Credit Check,2026-04-15T16:02:07Z,Credit Checked,Credit Team
APP-2026-0058,Receive Documents,2026-04-15T16:11:23Z,Documents Received,Intake
APP-2026-0124,Verify Identity,2026-04-15T16:11:48Z,Identity Verified,Intake
APP-2026-0118,Request Documents,2026-04-15T16:13:54Z,Awaiting Documents,Credit Team
APP-2026-0129,Receive Application,2026-04-15T16:26:10Z,Received,Intake
APP-2026-0116,Request Documents,2026-04-15T16:31:01Z,Awaiting Documents,Credit Team
APP-2026-0102,Underwrite,2026-04-15T16:43:51Z,Underwritten,Underwriting
APP-2026-0051,Underwrite,2026-04-15T17:03:02Z,Underwritten,Underwriting
APP-2026-0130,Receive Application,2026-04-15T17:11:52Z,Received,Intake
APP-2026-0126,Verify Identity,2026-04-15T17:13:08Z,Identity Verified,Intake
APP-2026-0107,Disburse Funds,2026-04-15T17:20:34Z,Disbursed,Payments
APP-2026-0122,Request Documents,2026-04-15T17:33:07Z,Awaiting Documents,Credit Team
APP-2026-0131,Receive Application,2026-04-15T17:36:43Z,Received,Intake
APP-2026-0121,Request Documents,2026-04-15T17:50:37Z,Awaiting Documents,Credit Team
APP-2026-0115,Credit Check,2026-04-15T17:54:14Z,Credit Checked,Credit Team
APP-2026-0113,Request Documents,2026-04-15T17:58:04Z,Awaiting Documents,Credit Team
APP-2026-0119,Request Documents,2026-04-15T18:08:46Z,Awaiting Documents,Credit Team
APP-2026-0130,Verify Identity,2026-04-15T18:17:52Z,Identity Verified,Intake
APP-2026-0039,Approve Application,2026-04-15T18:23:20Z,Approved,Underwriting
APP-2026-0069,Receive Documents,2026-04-15T18:44:17Z,Documents Received,Intake
APP-2026-0125,Verify Identity,2026-04-15T19:26:02Z,Identity Verified,Intake
APP-2026-0043,Underwrite,2026-04-15T20:22:22Z,Underwritten,Underwriting
APP-2026-0080,Receive Documents,2026-04-15T20:22:59Z,Documents Received,Intake
APP-2026-0076,Credit Check,2026-04-15T20:51:08Z,Credit Checked,Credit Team
APP-2026-0048,Underwrite,2026-04-15T20:57:36Z,Underwritten,Underwriting
APP-2026-0126,Credit Check,2026-04-15T21:00:08Z,Credit Checked,Credit Team
APP-2026-0117,Request Documents,2026-04-15T21:00:52Z,Awaiting Documents,Credit Team
APP-2026-0073,Receive Documents,2026-04-15T21:34:37Z,Documents Received,Intake
APP-2026-0128,Verify Identity,2026-04-15T22:00:06Z,Identity Verified,Intake
APP-2026-0115,Request Documents,2026-04-15T22:36:14Z,Awaiting Documents,Credit Team
APP-2026-0100,Underwrite,2026-04-15T22:41:09Z,Underwritten,Underwriting
APP-2026-0057,Credit Check,2026-04-15T22:59:46Z,Credit Checked,Credit Team
APP-2026-0076,Request Documents,2026-04-15T23:10:08Z,Awaiting Documents,Credit Team
APP-2026-0127,Verify Identity,2026-04-15T23:26:17Z,Identity Verified,Intake
APP-2026-0085,Receive Documents,2026-04-15T23:42:06Z,Documents Received,Intake
APP-2026-0051,Approve Application,2026-04-15T23:47:02Z,Approved,Underwriting
APP-2026-0125,Credit Check,2026-04-15T23:55:02Z,Credit Checked,Credit Team
APP-2026-0043,Approve Application,2026-04-16T00:07:22Z,Approved,Underwriting
APP-2026-0053,Receive Documents,2026-04-16T00:53:11Z,Documents Received,Intake
APP-2026-0046,Receive Documents,2026-04-16T01:04:48Z,Documents Received,Intake
APP-2026-0099,Credit Check,2026-04-16T01:15:44Z,Credit Checked,Credit Team
APP-2026-0123,Credit Check,2026-04-16T01:16:01Z,Credit Checked,Credit Team
APP-2026-0129,Verify Identity,2026-04-16T01:24:10Z,Identity Verified,Intake
APP-2026-0126,Request Documents,2026-04-16T01:34:08Z,Awaiting Documents,Credit Team
APP-2026-0071,Credit Check,2026-04-16T01:38:09Z,Credit Checked,Credit Team
APP-2026-0015,Credit Check,2026-04-16T01:39:03Z,Credit Checked,Credit Team
APP-2026-0131,Verify Identity,2026-04-16T02:13:43Z,Identity Verified,Intake
APP-2026-0031,Underwrite,2026-04-16T03:29:33Z,Underwritten,Underwriting
APP-2026-0114,Underwrite,2026-04-16T04:01:28Z,Underwritten,Underwriting
APP-2026-0058,Credit Check,2026-04-16T04:10:23Z,Credit Checked,Credit Team
APP-2026-0030,Credit Check,2026-04-16T05:21:05Z,Credit Checked,Credit Team
APP-2026-0102,Approve Application,2026-04-16T05:29:51Z,Approved,Underwriting
APP-2026-0071,Request Documents,2026-04-16T05:35:09Z,Awaiting Documents,Credit Team
APP-2026-0056,Credit Check,2026-04-16T05:49:36Z,Credit Checked,Credit Team
APP-2026-0100,Approve Application,2026-04-16T06:07:09Z,Approved,Underwriting
APP-2026-0125,Request Documents,2026-04-16T06:19:02Z,Awaiting Documents,Credit Team
APP-2026-0031,Approve Application,2026-04-16T06:28:33Z,Approved,Underwriting
APP-2026-0127,Credit Check,2026-04-16T06:55:17Z,Credit Checked,Credit Team
APP-2026-0080,Credit Check,2026-04-16T06:57:59Z,Credit Checked,Credit Team
APP-2026-0073,Credit Check,2026-04-16T07:05:37Z,Credit Checked,Credit Team
APP-2026-0085,Credit Check,2026-04-16T07:48:06Z,Credit Checked,Credit Team
APP-2026-0123,Request Documents,2026-04-16T07:58:01Z,Awaiting Documents,Credit Team
APP-2026-0129,Credit Check,2026-04-16T08:09:10Z,Credit Checked,Credit Team
APP-2026-0132,Receive Application,2026-04-16T08:22:22Z,Received,Intake
APP-2026-0133,Receive Application,2026-04-16T08:26:37Z,Received,Intake
APP-2026-0134,Receive Application,2026-04-16T08:28:51Z,Received,Intake
APP-2026-0046,Credit Check,2026-04-16T08:32:48Z,Credit Checked,Credit Team
APP-2026-0135,Receive Application,2026-04-16T08:50:25Z,Received,Intake
APP-2026-0063,Underwrite,2026-04-16T09:26:06Z,Underwritten,Underwriting
APP-2026-0048,Approve Application,2026-04-16T09:32:36Z,Approved,Underwriting
APP-2026-0009,Disburse Funds,2026-04-16T10:01:20Z,Disbursed,Payments
APP-2026-0124,Credit Check,2026-04-16T10:13:48Z,Credit Checked,Credit Team
APP-2026-0022,Receive Documents,2026-04-16T10:20:44Z,Documents Received,Intake
APP-2026-0132,Verify Identity,2026-04-16T10:23:22Z,Identity Verified,Intake
APP-2026-0136,Receive Application,2026-04-16T10:38:46Z,Received,Intake
APP-2026-0137,Receive Application,2026-04-16T10:41:27Z,Received,Intake
APP-2026-0138,Receive Application,2026-04-16T11:04:23Z,Received,Intake
APP-2026-0129,Request Documents,2026-04-16T11:16:10Z,Awaiting Documents,Credit Team
APP-2026-0139,Receive Application,2026-04-16T11:26:08Z,Received,Intake
APP-2026-0085,Request Documents,2026-04-16T11:30:06Z,Awaiting Documents,Credit Team
APP-2026-0073,Request Documents,2026-04-16T11:36:37Z,Awaiting Documents,Credit Team
APP-2026-0140,Receive Application,2026-04-16T11:45:25Z,Received,Intake
APP-2026-0141,Receive Application,2026-04-16T11:51:22Z,Received,Intake
APP-2026-0142,Receive Application,2026-04-16T11:54:51Z,Received,Intake
APP-2026-0022,Credit Check,2026-04-16T12:24:44Z,Credit Checked,Credit Team
APP-2026-0127,Request Documents,2026-04-16T12:25:17Z,Awaiting Documents,Credit Team
APP-2026-0056,Request Documents,2026-04-16T12:29:36Z,Awaiting Documents,Credit Team
APP-2026-0133,Verify Identity,2026-04-16T12:41:37Z,Identity Verified,Intake
APP-2026-0143,Receive Application,2026-04-16T12:43:13Z,Received,Intake
APP-2026-0138,Verify Identity,2026-04-16T12:59:23Z,Identity Verified,Intake
APP-2026-0144,Receive Application,2026-04-16T13:08:58Z,Received,Intake
APP-2026-0069,Credit Check,2026-04-16T13:33:17Z,Credit Checked,Credit Team
APP-2026-0032,Disburse Funds,2026-04-16T14:03:13Z,Disbursed,Payments
APP-2026-0134,Verify Identity,2026-04-16T14:44:51Z,Identity Verified,Intake
APP-2026-0120,Underwrite,2026-04-16T14:52:33Z,Underwritten,Underwriting
APP-2026-0124,Request Documents,2026-04-16T14:56:48Z,Awaiting Documents,Credit Team
APP-2026-0130,Credit Check,2026-04-16T14:56:52Z,Credit Checked,Credit Team
APP-2026-0136,Verify Identity,2026-04-16T14:58:46Z,Identity Verified,Intake
APP-2026-0069,Request Documents,2026-04-16T15:02:17Z,Awaiting Documents,Credit Team
APP-2026-0083,Underwrite,2026-04-16T15:06:25Z,Underwritten,Underwriting
APP-2026-0145,Receive Application,2026-04-16T15:10:08Z,Received,Intake
APP-2026-0135,Verify Identity,2026-04-16T15:11:25Z,Identity Verified,Intake
APP-2026-0063,Approve Application,2026-04-16T15:45:06Z,Approved,Underwriting
APP-2026-0100,Disburse Funds,2026-04-16T15:54:09Z,Disbursed,Payments
APP-2026-0146,Receive Application,2026-04-16T16:02:33Z,Received,Intake
APP-2026-0106,Receive Documents,2026-04-16T16:03:46Z,Documents Received,Intake
APP-2026-0091,Receive Documents,2026-04-16T16:04:52Z,Documents Received,Intake
APP-2026-0139,Verify Identity,2026-04-16T16:23:08Z,Identity Verified,Intake
APP-2026-0147,Receive Application,2026-04-16T16:38:36Z,Received,Intake
APP-2026-0148,Receive Application,2026-04-16T16:42:43Z,Received,Intake
APP-2026-0128,Credit Check,2026-04-16T16:55:06Z,Credit Checked,Credit Team
APP-2026-0039,Disburse Funds,2026-04-16T17:37:20Z,Disbursed,Payments
APP-2026-0031,Disburse Funds,2026-04-16T17:54:33Z,Disbursed,Payments
APP-2026-0140,Verify Identity,2026-04-16T18:22:25Z,Identity Verified,Intake
APP-2026-0136,Credit Check,2026-04-16T18:24:46Z,Credit Checked,Credit Team
APP-2026-0067,Underwrite,2026-04-16T18:33:25Z,Underwritten,Underwriting
APP-2026-0138,Credit Check,2026-04-16T18:46:23Z,Credit Checked,Credit Team
APP-2026-0014,Disburse Funds,2026-04-16T18:55:55Z,Disbursed,Payments
APP-2026-0137,Verify Identity,2026-04-16T18:59:27Z,Identity Verified,Intake
APP-2026-0057,Underwrite,2026-04-16T19:14:46Z,Underwritten,Underwriting
APP-2026-0043,Disburse Funds,2026-04-16T19:24:22Z,Disbursed,Payments
APP-2026-0022,Underwrite,2026-04-16T19:47:44Z,Underwritten,Underwriting
APP-2026-0142,Verify Identity,2026-04-16T20:06:51Z,Identity Verified,Intake
APP-2026-0092,Receive Documents,2026-04-16T20:11:28Z,Documents Received,Intake
APP-2026-0053,Credit Check,2026-04-16T20:13:11Z,Credit Checked,Credit Team
APP-2026-0114,Decline Application,2026-04-16T20:28:28Z,Declined,Underwriting
APP-2026-0102,Disburse Funds,2026-04-16T20:44:51Z,Disbursed,Payments
APP-2026-0141,Verify Identity,2026-04-16T20:50:22Z,Identity Verified,Intake
APP-2026-0143,Verify Identity,2026-04-16T21:01:13Z,Identity Verified,Intake
APP-2026-0144,Verify Identity,2026-04-16T21:07:58Z,Identity Verified,Intake
APP-2026-0034,Receive Documents,2026-04-16T21:35:23Z,Documents Received,Intake
APP-2026-0018,Disburse Funds,2026-04-16T21:48:57Z,Disbursed,Payments
APP-2026-0128,Underwrite,2026-04-16T22:09:06Z,Underwritten,Underwriting
APP-2026-0063,Disburse Funds,2026-04-16T22:13:06Z,Disbursed,Payments
APP-2026-0146,Verify Identity,2026-04-16T22:35:33Z,Identity Verified,Intake
APP-2026-0131,Credit Check,2026-04-16T22:49:43Z,Credit Checked,Credit Team
APP-2026-0145,Verify Identity,2026-04-16T23:10:08Z,Identity Verified,Intake
APP-2026-0112,Receive Documents,2026-04-16T23:11:55Z,Documents Received,Intake
APP-2026-0120,Approve Application,2026-04-16T23:17:33Z,Approved,Underwriting
APP-2026-0148,Verify Identity,2026-04-16T23:18:43Z,Identity Verified,Intake
APP-2026-0121,Receive Documents,2026-04-16T23:30:37Z,Documents Received,Intake
APP-2026-0147,Verify Identity,2026-04-16T23:31:36Z,Identity Verified,Intake
APP-2026-0136,Request Documents,2026-04-16T23:36:46Z,Awaiting Documents,Credit Team
APP-2026-0140,Credit Check,2026-04-17T00:15:25Z,Credit Checked,Credit Team
APP-2026-0094,Disburse Funds,2026-04-17T00:20:51Z,Disbursed,Payments
APP-2026-0079,Receive Documents,2026-04-17T00:58:15Z,Documents Received,Intake
APP-2026-0138,Request Documents,2026-04-17T01:02:23Z,Awaiting Documents,Credit Team
APP-2026-0095,Receive Documents,2026-04-17T01:28:38Z,Documents Received,Intake
APP-2026-0002,Disburse Funds,2026-04-17T01:39:14Z,Disbursed,Payments
APP-2026-0067,Approve Application,2026-04-17T01:42:25Z,Approved,Underwriting
APP-2026-0147,Credit Check,2026-04-17T01:48:36Z,Credit Checked,Credit Team
APP-2026-0135,Credit Check,2026-04-17T02:12:25Z,Credit Checked,Credit Team
APP-2026-0091,Credit Check,2026-04-17T02:17:52Z,Credit Checked,Credit Team
APP-2026-0116,Receive Documents,2026-04-17T02:28:01Z,Documents Received,Intake
APP-2026-0046,Underwrite,2026-04-17T02:53:48Z,Underwritten,Underwriting
APP-2026-0099,Underwrite,2026-04-17T02:54:44Z,Underwritten,Underwriting
APP-2026-0081,Receive Documents,2026-04-17T02:57:47Z,Documents Received,Intake
APP-2026-0055,Underwrite,2026-04-17T03:07:11Z,Underwritten,Underwriting
APP-2026-0131,Request Documents,2026-04-17T03:29:43Z,Awaiting Documents,Credit Team
APP-2026-0057,Approve Application,2026-04-17T03:33:46Z,Approved,Underwriting
APP-2026-0077,Receive Documents,2026-04-17T03:39:17Z,Documents Received,Intake
APP-2026-0135,Request Documents,2026-04-17T04:20:25Z,Awaiting Documents,Credit Team
APP-2026-0079,Credit Check,2026-04-17T04:22:15Z,Credit Checked,Credit Team
APP-2026-0141,Credit Check,2026-04-17T04:33:22Z,Credit Checked,Credit Team
APP-2026-0128,Approve Application,2026-04-17T04:52:06Z,Approved,Underwriting
APP-2026-0121,Credit Check,2026-04-17T04:54:37Z,Credit Checked,Credit Team
APP-2026-0147,Request Documents,2026-04-17T05:15:36Z,Awaiting Documents,Credit Team
APP-2026-0118,Receive Documents,2026-04-17T05:15:54Z,Documents Received,Intake
APP-2026-0145,Credit Check,2026-04-17T05:23:08Z,Credit Checked,Credit Team
APP-2026-0095,Credit Check,2026-04-17T05:46:38Z,Credit Checked,Credit Team
APP-2026-0022,Approve Application,2026-04-17T05:46:44Z,Approved,Underwriting
APP-2026-0133,Credit Check,2026-04-17T05:49:37Z,Credit Checked,Credit Team
APP-2026-0062,Disburse Funds,2026-04-17T06:30:54Z,Disbursed,Payments
APP-2026-0105,Receive Documents,2026-04-17T06:32:47Z,Documents Received,Intake
APP-2026-0143,Credit Check,2026-04-17T07:23:13Z,Credit Checked,Credit Team
APP-2026-0046,Approve Application,2026-04-17T07:51:48Z,Approved,Underwriting
APP-2026-0092,Credit Check,2026-04-17T08:10:28Z,Credit Checked,Credit Team
APP-2026-0144,Credit Check,2026-04-17T08:49:58Z,Credit Checked,Credit Team
APP-2026-0139,Credit Check,2026-04-17T08:52:08Z,Credit Checked,Credit Team
APP-2026-0141,Request Documents,2026-04-17T09:18:22Z,Awaiting Documents,Credit Team
APP-2026-0149,Receive Application,2026-04-17T09:30:31Z,Received,Intake
APP-2026-0132,Credit Check,2026-04-17T10:04:22Z,Credit Checked,Credit Team
APP-2026-0150,Receive Application,2026-04-17T10:09:47Z,Received,Intake
APP-2026-0151,Receive Application,2026-04-17T10:16:22Z,Received,Intake
APP-2026-0152,Receive Application,2026-04-17T10:23:46Z,Received,Intake
APP-2026-0095,Underwrite,2026-04-17T10:24:38Z,Underwritten,Underwriting
APP-2026-0104,Receive Documents,2026-04-17T10:52:06Z,Documents Received,Intake
APP-2026-0153,Receive Application,2026-04-17T10:59:26Z,Received,Intake
APP-2026-0154,Receive Application,2026-04-17T10:59:43Z,Received,Intake
APP-2026-0045,Underwrite,2026-04-17T11:00:41Z,Underwritten,Underwriting
APP-2026-0121,Request Documents,2026-04-17T11:05:37Z,Awaiting Documents,Credit Team
APP-2026-0155,Receive Application,2026-04-17T11:10:00Z,Received,Intake
APP-2026-0133,Request Documents,2026-04-17T11:14:37Z,Awaiting Documents,Credit Team
